sample_id	IMC	cg06772221	cg07252200	cg25355291	cg10454258	cg21208744	cg06436185	cg05314679	cg00929635	cg25332717	cg26541218	cg24896460	cg14036856	cg14462402	cg01862363	cg04912984	cg17555806	cg11420883	cg19202384	cg00548098	cg00188627	cg23415434	cg14532497	cg13421412	cg08313420	cg20847580	cg12432038	cg24497361	cg17573292	cg22851694	cg23128495	cg14701108	cg01058360	cg16537676	cg24701780	cg23184556	cg10640333	cg12229082	cg27427514	cg07679948	cg14210790	cg05185040	cg03283990	cg07785936	cg00313914	cg04731861	cg00221012	cg21727223	cg27219182	cg12462224	cg25416125
TCGA.05.4384.01A	Cold	0.416199146316	0.812939043734	0.464750183099	0.487408959661	0.241784942056	0.326671035387	0.45710721920900005	0.216779685471	0.316910221142	0.40127301279399996	0.423150702087	0.467649531975	0.37532864296199997	0.64468014584	0.537860675348	0.375874643118	0.6145384983259999	0.39090400759000005	0.38762368792900004	0.552920943645	0.747634718223	0.412118945203	0.771404053073	0.7390706912299999	0.613488463814	0.407012038152	0.5852374644520001	0.491430931241	0.355002732621	0.332664356251	0.7072951065749999	0.304268136541	0.406868255396	0.38063699305699994	0.31626227269	0.625829216655	0.461139016532	0.289279348103	0.7596791070810001	0.5069818903809999	0.6776106709299999	0.42949574438500004	0.415156022633	0.272501399716	0.762366708102	0.33777873200900005	0.27653791044	0.40867964598800005	0.455675194354	0.595420746111
TCGA.05.4390.01A	Cold	0.210588688068	0.846968859407	0.327145730299	0.291644343412	0.246670349092	0.11744073536499999	0.645468360747	0.302270011947	0.23370212511500002	0.164929552628	0.421323453222	0.382784465298	0.246619874551	0.8506590400399999	0.42869622821900005	0.204956961623	0.600359865524	0.288216004222	0.22974520844300003	0.7338748347509999	0.857498070822	0.573223597412	0.847575369259	0.7871786812010001	0.67697386963	0.399705016695	0.6842220159960001	0.464386280755	0.309463623016	0.182820428959	0.869808027923	0.145537596774	0.266722709259	0.31428395102699996	0.289141570817	0.768586507572	0.374082709255	0.167818689353	0.8996730690639999	0.398383681131	0.787626604528	0.382436231537	0.306969126378	0.184082003229	0.77278863766	0.23597333762400002	0.179567578303	0.35090002648900004	0.393474542657	0.7740761551530001
TCGA.05.4396.01A	Cold	0.261741298751	0.8962480395710001	0.381288413852	0.311730122703	0.20917188717799998	0.18527716186299997	0.566565099556	0.219275510819	0.221477367791	0.207318188602	0.384297703319	0.298493459243	0.19702593885000003	0.7991913746629999	0.29246162752	0.253709027426	0.649789823703	0.344602174459	0.260296316717	0.800949781927	0.815848058995	0.6320094408720001	0.881116735696	0.831519823768	0.722633099868	0.314377283468	0.6835276389210001	0.649527043415	0.264642973857	0.19266306780499998	0.857436198299	0.255940520281	0.252285714286	0.262163190475	0.229155781024	0.806834170854	0.31663283548500004	0.123845193508	0.8654431512980001	0.348313991591	0.778691288541	0.231134698448	0.300908319736	0.174141608814	0.852231054792	0.314111394765	0.21699945984400001	0.316341728482	0.335354912557	0.717554972375
TCGA.05.4405.01A	Hot	0.38346940185500006	0.7671215074719999	0.458088942451	0.381433434062	0.313515922679	0.307692307692	0.470647630917	0.44689342943899996	0.308826782071	0.19603404575800001	0.5949145423659999	0.397037757309	0.377392512398	0.733031674208	0.520357021216	0.38368522076399997	0.563479415671	0.525079391731	0.42831316413500004	0.623610891226	0.80496215307	0.494793489674	0.719928075397	0.7775093641680001	0.580950421724	0.360427812328	0.563106809617	0.513205409616	0.33104720079	0.323427442618	0.727631578947	0.35958340295	0.318264393516	0.443536295301	0.32464347116500003	0.6519953051640001	0.44081676342	0.0991495076097	0.7914444702060001	0.48884906585	0.657928274069	0.376447033219	0.47855265412500003	0.253782897645	0.757001828193	0.410262493672	0.21591735903	0.430163004623	0.44560653376500003	0.659826265038
TCGA.05.4410.01A	Hot	0.40385514914000004	0.715983606557	0.619439215788	0.43751081472099995	0.377867026452	0.395807079849	0.395018152161	0.56862745098	0.38345035695600005	0.36727136318099995	0.515449888172	0.430683986112	0.358647731451	0.6886398593719999	0.517076025593	0.47070962121699994	0.483700440529	0.454390558064	0.323526901684	0.685885719019	0.746158703431	0.473641259997	0.7282567841840001	0.755929578107	0.552641232575	0.47977410404	0.446903812	0.45737675743	0.404241574912	0.329254682315	0.731857663211	0.450733071042	0.391129693392	0.416273110115	0.392590233549	0.549927378359	0.384293748923	0.0971867007673	0.793174767322	0.5864296399769999	0.573318648046	0.406314571286	0.492208941163	0.29792907475	0.6059885142360001	0.34662733850500005	0.401960616442	0.440229185777	0.496788586162	0.6545983591210001
TCGA.05.4415.01A	Cold	0.306323610394	0.7978018669079999	0.577832969326	0.449261858274	0.285278615791	0.112293853073	0.5307132596199999	0.374726134585	0.244455379685	0.258557987521	0.338520507409	0.719572923846	0.332817750984	0.723383084577	0.398995991976	0.53015807299	0.640011505825	0.278704535023	0.449072502386	0.683150314002	0.8389650511679999	0.523580365736	0.841826254059	0.878560759145	0.6630230572160001	0.343635093156	0.72008921506	0.605726695086	0.299797086979	0.183426534109	0.8959792477299998	0.18345811144699997	0.442786069652	0.331971809058	0.328362087674	0.806953339433	0.483348413711	0.0695699510071	0.939013714619	0.422914234163	0.7480701075030001	0.35080458357699995	0.284887541874	0.164094566061	0.880067548508	0.22892382507599998	0.16805564228	0.26174702695999996	0.300829414803	0.7505177261689999
TCGA.05.4417.01A	Hot	0.33643942059500004	0.765533411489	0.42287624269699997	0.3395258836300001	0.378202704502	0.39069152841	0.490190322019	0.482128736359	0.33622055128	0.381925562914	0.440078119585	0.47228455080799997	0.325812273468	0.746366125974	0.52389736917	0.353701805589	0.49160520947700004	0.393813572083	0.262133157258	0.572353733957	0.748389777685	0.514749914102	0.721161624333	0.701811025766	0.578977272727	0.46275114676299994	0.525925789997	0.53328126356	0.361216764602	0.301253659968	0.628901239846	0.467236886149	0.339586339586	0.529931062197	0.306920866093	0.602915349491	0.48374143540700004	0.21243523316100002	0.719702832379	0.557170596529	0.690234252802	0.404176881271	0.406877410924	0.182945277434	0.7076325358580001	0.365349658737	0.3113404443	0.41105870412699996	0.451658320679	0.666115248944
TCGA.05.4424.01A	Hot	0.426194420335	0.6489675516219999	0.511674484765	0.486536629341	0.36363408876599995	0.348058425365	0.43637739918000007	0.610656427874	0.418030182079	0.4774465613	0.554566708435	0.475363266642	0.370447165408	0.608505564388	0.526074620809	0.540449528126	0.510896135643	0.409900865553	0.39932712255900005	0.564077793533	0.7138321747220001	0.466993676497	0.722639435846	0.608108331252	0.524480830671	0.541203974927	0.497121407094	0.45530198601099997	0.38763454487800003	0.333520506757	0.7029487057930001	0.402608588469	0.39440542000900003	0.5135123727049999	0.40024332055699996	0.608882197968	0.5539046034749999	0.22633107454	0.70002878112	0.641222625403	0.647553654251	0.559492478402	0.479289947425	0.296349584799	0.683852283548	0.35685008072999996	0.282156985127	0.452947212205	0.49182568800300003	0.609975239145
TCGA.05.4425.01A	Hot	0.443409771035	0.804523903595	0.636384756962	0.610173945016	0.341899154639	0.241047246464	0.538462936462	0.35514363443499997	0.309968141821	0.295478105876	0.6948276982610001	0.36987057535499995	0.23873069925700002	0.533363872347	0.436079443404	0.343568123376	0.517739605073	0.292888307716	0.37696770625	0.687506851557	0.8064992614480001	0.573702872856	0.792256299648	0.792461668735	0.624336736969	0.437467791272	0.590450434023	0.500959991697	0.35594875645900004	0.301635805069	0.809228164244	0.357164265592	0.35118606375100003	0.531377988293	0.314813291629	0.7004249291779999	0.501975810219	0.082624056528	0.7797096409630001	0.495133714858	0.669153397657	0.476014188987	0.43435256779700004	0.245164989159	0.325553453441	0.272787519203	0.198119257146	0.310235850795	0.41642953861500004	0.663751712272
TCGA.05.4427.01A	Cold	0.315434113681	0.825286515484	0.45971779947400004	0.300774928246	0.247166052525	0.187645847632	0.602109822068	0.39520861805600005	0.283487713348	0.260211611587	0.381436939498	0.34372801106	0.290091436038	0.772945314998	0.39344874055600004	0.356559077187	0.473136598722	0.297363041975	0.219707207079	0.740507998776	0.811836830936	0.566004599624	0.8535073647370001	0.817333857375	0.672040896579	0.378461355264	0.613746038573	0.651022152107	0.37517990198299994	0.250021060223	0.74479889043	0.22071647468699998	0.279790321071	0.269485343731	0.23048487003	0.7324864561929999	0.297838172281	0.132257806884	0.867432611578	0.455869169116	0.7518450331290001	0.294283832958	0.386374617483	0.193751608213	0.8221203910160001	0.26818077193000006	0.191595417885	0.30548841973900004	0.422671541861	0.758513135236
TCGA.05.4433.01A	Hot	0.40051278121399997	0.857526254376	0.561895672815	0.389837151184	0.33878071583999997	0.32055589493000003	0.438488026913	0.44353018619499995	0.359601234111	0.38000395728299996	0.484497319444	0.415737657707	0.349787916376	0.587473701246	0.532513052136	0.401816300163	0.53341537803	0.407086180431	0.34623351196900004	0.6136577687529999	0.727094406479	0.529566982409	0.7230406260789999	0.7461893302150001	0.569213282455	0.37272308596299997	0.47060990033399996	0.535125021262	0.397027544517	0.35511451169200003	0.801527722903	0.35778968123800003	0.34884285090499995	0.40865860014600003	0.37388352440300004	0.643391740777	0.35443932046300003	0.167619185416	0.756611833136	0.47426512155699996	0.716499503623	0.384724411353	0.377909431897	0.378087571976	0.556221939876	0.360301871038	0.305630485861	0.414962022734	0.45191192048600004	0.62076588945
TCGA.05.5423.01A	Hot	0.42710570196000003	0.65611083622	0.520844033475	0.33594576605400006	0.297278354207	0.232520760782	0.625343820351	0.29309267615400003	0.40744287158200004	0.31484374937	0.6531278790999999	0.414257855462	0.266137317971	0.7848589405320001	0.530368104911	0.41224801675399997	0.5290505744089999	0.434491434706	0.669519199946	0.40589552938600004	0.8368221324519999	0.35721159398	0.794168364947	0.754749198838	0.59117432531	0.364995765047	0.6789073240629999	0.605953943444	0.36977805776600003	0.296862235619	0.74790198053	0.311465613066	0.298170731707	0.41617987496299996	0.48440863872699996	0.680934487829	0.5999335974800001	0.09694920031	0.730782918149	0.520325947203	0.690634911013	0.40839708436	0.474164835151	0.22505441431899997	0.7412289663699999	0.440822494332	0.324051784034	0.43894027943	0.479233166036	0.6812725846100001
TCGA.05.5425.01A	Hot	0.446755504841	0.847428869747	0.642367988137	0.39454126223	0.295524708931	0.308048481547	0.388408220128	0.408513154005	0.34591168886999996	0.367666871414	0.549278214415	0.472645756491	0.300570165146	0.686597556461	0.5446826770000001	0.427545662532	0.5018719806759999	0.447713607596	0.373530538468	0.606133529132	0.700526506899	0.437408350698	0.6426590664	0.719863867219	0.5753108818079999	0.500212402269	0.438280603443	0.469907786326	0.427167478406	0.32169905906199997	0.784597568037	0.34169139541199994	0.32180300500799996	0.460045857573	0.433160347362	0.567322432294	0.42301924505000005	0.125633232016	0.7611198325480001	0.499087268103	0.666367268283	0.45959997329700003	0.43275718773599997	0.240955800688	0.566112822296	0.363067951713	0.304737916473	0.460323924329	0.533788031262	0.653028919679
TCGA.05.5428.01A	Cold	0.250069164447	0.8500937646510001	0.461828948306	0.23049111778	0.24835641383999998	0.135634913903	0.5449443167279999	0.204341167854	0.303840930854	0.196438956635	0.352505059427	0.33928122282799994	0.217434132915	0.7224887788269999	0.41240245161	0.292509683904	0.5712493180579999	0.328591188496	0.23580958307100003	0.675001625417	0.831021528681	0.460160636861	0.813865862849	0.773512286026	0.62227583105	0.275749186287	0.671170741336	0.570416400488	0.282076731687	0.293222812621	0.835884353741	0.17806104261300001	0.281844666212	0.3136020411	0.42088446200400004	0.720710059172	0.293366594989	0.12408564968699999	0.728402297503	0.472988555202	0.786658514806	0.317926525787	0.304854471728	0.281618028837	0.783307010186	0.261515682665	0.134228796357	0.328338925719	0.331695616877	0.686127297343
